id	status	created	payload	progress	created_by_type	created_by_id	claim_session_id	claim_instance_id	num_runs	last_run	job_type	hex_payload	hex_progress
872282196262092801	succeeded	2023-06-09 00:16:40.708314	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:16:40.750167	NEW SCHEMA CHANGE	NULL	NULL
872282196646854657	succeeded	2023-06-09 00:16:40.826619	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:16:40.873153	NEW SCHEMA CHANGE	NULL	NULL
872282270976638977	succeeded	2023-06-09 00:17:03.515825	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:03.545617	AUTO CREATE STATS	NULL	NULL
872282271388106753	succeeded	2023-06-09 00:17:03.641399	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:03.669802	AUTO CREATE STATS	NULL	NULL
872282271701336065	succeeded	2023-06-09 00:17:03.736984	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:03.763714	AUTO CREATE STATS	NULL	NULL
872282272005062657	succeeded	2023-06-09 00:17:03.829677	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:03.858025	AUTO CREATE STATS	NULL	NULL
872282272308527105	succeeded	2023-06-09 00:17:03.922284	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:03.95073	AUTO CREATE STATS	NULL	NULL
872282272633356289	succeeded	2023-06-09 00:17:04.021414	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:04.050748	AUTO CREATE STATS	NULL	NULL
872282273011335169	succeeded	2023-06-09 00:17:04.136763	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:04.164819	AUTO CREATE STATS	NULL	NULL
872282273306181633	succeeded	2023-06-09 00:17:04.226743	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:04.255013	AUTO CREATE STATS	NULL	NULL
872282273596997633	succeeded	2023-06-09 00:17:04.315497	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:04.342693	AUTO CREATE STATS	NULL	NULL
872282273887715329	succeeded	2023-06-09 00:17:04.404212	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:04.431822	AUTO CREATE STATS	NULL	NULL
872282274186330113	succeeded	2023-06-09 00:17:04.495349	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:04.522367	AUTO CREATE STATS	NULL	NULL
872282274487238657	succeeded	2023-06-09 00:17:04.587177	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:04.614826	AUTO CREATE STATS	NULL	NULL
872282274841296897	succeeded	2023-06-09 00:17:04.695228	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:04.722828	AUTO CREATE STATS	NULL	NULL
872282275192209409	succeeded	2023-06-09 00:17:04.80232	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:04.829458	AUTO CREATE STATS	NULL	NULL
872282275495968769	succeeded	2023-06-09 00:17:04.895015	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:04.924371	AUTO CREATE STATS	NULL	NULL
872282275782557697	succeeded	2023-06-09 00:17:04.982479	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:05.011073	AUTO CREATE STATS	NULL	NULL
872282276081008641	succeeded	2023-06-09 00:17:05.073557	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:05.101204	AUTO CREATE STATS	NULL	NULL
872282276387258369	succeeded	2023-06-09 00:17:05.167019	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:05.194112	AUTO CREATE STATS	NULL	NULL
872282276725981185	succeeded	2023-06-09 00:17:05.270382	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:05.297587	AUTO CREATE STATS	NULL	NULL
872282277074468865	succeeded	2023-06-09 00:17:05.376736	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:05.404178	AUTO CREATE STATS	NULL	NULL
872282277419286529	succeeded	2023-06-09 00:17:05.481967	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:05.510008	AUTO CREATE STATS	NULL	NULL
872282277745950721	succeeded	2023-06-09 00:17:05.581651	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:05.608986	AUTO CREATE STATS	NULL	NULL
872282278071205889	succeeded	2023-06-09 00:17:05.680919	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:05.710314	AUTO CREATE STATS	NULL	NULL
872282278414647297	succeeded	2023-06-09 00:17:05.785725	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:05.814815	AUTO CREATE STATS	NULL	NULL
872282278707757057	succeeded	2023-06-09 00:17:05.875179	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:05.904532	AUTO CREATE STATS	NULL	NULL
872282279052148737	succeeded	2023-06-09 00:17:05.980273	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:06.010291	AUTO CREATE STATS	NULL	NULL
872282279372488705	succeeded	2023-06-09 00:17:06.078036	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:06.107272	AUTO CREATE STATS	NULL	NULL
872282279650525185	succeeded	2023-06-09 00:17:06.162886	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:06.190128	AUTO CREATE STATS	NULL	NULL
872282280000749569	succeeded	2023-06-09 00:17:06.269769	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:06.298256	AUTO CREATE STATS	NULL	NULL
872282280285569025	succeeded	2023-06-09 00:17:06.35669	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:06.385845	AUTO CREATE STATS	NULL	NULL
872282280637890561	succeeded	2023-06-09 00:17:06.464203	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:06.495306	AUTO CREATE STATS	NULL	NULL
872282281018818561	succeeded	2023-06-09 00:17:06.58046	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:06.609675	AUTO CREATE STATS	NULL	NULL
872282281349087233	succeeded	2023-06-09 00:17:06.681246	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:06.708317	AUTO CREATE STATS	NULL	NULL
872282281726509057	succeeded	2023-06-09 00:17:06.796424	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:06.82471	AUTO CREATE STATS	NULL	NULL
872282282080337921	succeeded	2023-06-09 00:17:06.904407	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:06.934478	AUTO CREATE STATS	NULL	NULL
872282282448158721	succeeded	2023-06-09 00:17:07.016661	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:07.04569	AUTO CREATE STATS	NULL	NULL
872282282926833665	succeeded	2023-06-09 00:17:07.162738	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:07.190952	AUTO CREATE STATS	NULL	NULL
872282283250581505	succeeded	2023-06-09 00:17:07.261539	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:07.289528	AUTO CREATE STATS	NULL	NULL
872282283553554433	succeeded	2023-06-09 00:17:07.353991	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:07.384699	AUTO CREATE STATS	NULL	NULL
872282283942051841	succeeded	2023-06-09 00:17:07.472561	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:07.502227	AUTO CREATE STATS	NULL	NULL
872282284298993665	succeeded	2023-06-09 00:17:07.581484	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:07.610209	AUTO CREATE STATS	NULL	NULL
872282284895502337	succeeded	2023-06-09 00:17:07.763527	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:07.792739	AUTO CREATE STATS	NULL	NULL
872282285416087553	succeeded	2023-06-09 00:17:07.922396	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:07.952414	AUTO CREATE STATS	NULL	NULL
872282285783384065	succeeded	2023-06-09 00:17:08.034481	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:08.063991	AUTO CREATE STATS	NULL	NULL
872282286316847105	succeeded	2023-06-09 00:17:08.197284	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:08.224466	AUTO CREATE STATS	NULL	NULL
872282286635220993	succeeded	2023-06-09 00:17:08.294446	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:08.323058	AUTO CREATE STATS	NULL	NULL
872282286987313153	succeeded	2023-06-09 00:17:08.4019	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:17:08.431055	AUTO CREATE STATS	NULL	NULL
872282483939246081	succeeded	2023-06-09 00:18:08.506853	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:18:08.53628	AUTO CREATE STATS	NULL	NULL
872282484307329025	succeeded	2023-06-09 00:18:08.619184	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:18:08.648149	AUTO CREATE STATS	NULL	NULL
872282484695859201	succeeded	2023-06-09 00:18:08.737757	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:18:08.7684	AUTO CREATE STATS	NULL	NULL
872282485063647233	succeeded	2023-06-09 00:18:08.849991	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:18:08.880908	AUTO CREATE STATS	NULL	NULL
872282485502738433	succeeded	2023-06-09 00:18:08.983999	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:18:09.013331	AUTO CREATE STATS	NULL	NULL
872282485864693761	succeeded	2023-06-09 00:18:09.094453	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:18:09.124317	AUTO CREATE STATS	NULL	NULL
872282486408937473	succeeded	2023-06-09 00:18:09.260544	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:18:09.289183	AUTO CREATE STATS	NULL	NULL
872282683413102593	succeeded	2023-06-09 00:19:09.381445	NULL	NULL	NULL	NULL	\x010180f454cbfd5b7e4f42a0d71c5c33c4ba5d	1	1	2023-06-09 00:19:09.413626	AUTO CREATE STATS	NULL	NULL
