timestamp,rangeID,storeID,eventType,otherRangeID,info,uniqueID
2022-09-04 05:21:55.655829,181373,9,split,183843,"{""UpdatedDesc"":{""range_id"":181373,""start_key"":""9nKJ9wMhkYaiGoo="",""end_key"":""9nKJ9wMiiobUSI0="",""internal_replicas"":[{""node_id"":9,""store_id"":9,""replica_id"":1},{""node_id"":3,""store_id"":3,""replica_id"":2},{""node_id"":4,""store_id"":4,""replica_id"":3}],""next_replica_id"":4,""generation"":56},""NewDesc"":{""range_id"":183843,""start_key"":""9nKJ9wMiiobUSI0="",""end_key"":""9nKJ9wMijYbpv48="",""internal_replicas"":[{""node_id"":9,""store_id"":9,""replica_id"":1},{""node_id"":3,""store_id"":3,""replica_id"":2},{""node_id"":4,""store_id"":4,""replica_id"":3}],""next_replica_id"":4,""generation"":56}}",793636096148668425
2022-09-04 06:36:14.685779,181482,4,split,183793,"{""UpdatedDesc"":{""range_id"":181482,""start_key"":""9nKJ9wIvj4aYYY8="",""end_key"":""9nKJ9wIwiYX+yX6T"",""internal_replicas"":[{""node_id"":7,""store_id"":7,""replica_id"":1},{""node_id"":1,""store_id"":1,""replica_id"":2},{""node_id"":4,""store_id"":4,""replica_id"":3}],""next_replica_id"":4,""generation"":71},""NewDesc"":{""range_id"":183793,""start_key"":""9nKJ9wIwiYX+yX6T"",""end_key"":""9nKJ9wIwi4bvFYk="",""internal_replicas"":[{""node_id"":7,""store_id"":7,""replica_id"":1},{""node_id"":1,""store_id"":1,""replica_id"":2},{""node_id"":4,""store_id"":4,""replica_id"":3}],""next_replica_id"":4,""generation"":71}}",793650707516588036
2022-09-04 08:18:49.891079,180431,7,split,183965,"{""UpdatedDesc"":{""range_id"":180431,""start_key"":""9nKJ9wJ5jYbRMY0="",""end_key"":""9nKJ9wJ5kYYMGZA="",""internal_replicas"":[{""node_id"":7,""store_id"":7,""replica_id"":1},{""node_id"":2,""store_id"":2,""replica_id"":2},{""node_id"":4,""store_id"":4,""replica_id"":3}],""next_replica_id"":4,""generation"":73},""NewDesc"":{""range_id"":183965,""start_key"":""9nKJ9wJ5kYYMGZA="",""end_key"":""9nKJ9wJ6ioadZY4="",""internal_replicas"":[{""node_id"":7,""store_id"":7,""replica_id"":1},{""node_id"":2,""store_id"":2,""replica_id"":2},{""node_id"":4,""store_id"":4,""replica_id"":3}],""next_replica_id"":4,""generation"":73}}",793670876903014407
2022-09-04 09:21:45.987972,175059,1,merge,175062,"{""UpdatedDesc"":{""range_id"":175059,""start_key"":""9nGJ95Zq+AFVSw=="",""end_key"":""9nGJ95Zu98Pw"",""internal_replicas"":[{""node_id"":7,""store_id"":7,""replica_id"":1},{""node_id"":6,""store_id"":6,""replica_id"":2},{""node_id"":1,""store_id"":1,""replica_id"":3}],""next_replica_id"":4,""generation"":479,""sticky_bit"":{""wall_time"":1660719251295591335}},""RemovedDesc"":{""range_id"":175062,""start_key"":""9nGJ95Zs96ds"",""end_key"":""9nGJ95Zu98Pw"",""internal_replicas"":[{""node_id"":7,""store_id"":7,""replica_id"":1},{""node_id"":6,""store_id"":6,""replica_id"":2},{""node_id"":1,""store_id"":1,""replica_id"":3}],""next_replica_id"":4,""generation"":478,""sticky_bit"":{""wall_time"":1660719251413795096}}}",793683250483789825
2022-09-04 09:29:21.087265,182055,6,split,183922,"{""UpdatedDesc"":{""range_id"":182055,""start_key"":""9nKJnpGGu8uM"",""end_key"":""9nKJn4qG936U"",""internal_replicas"":[{""node_id"":8,""store_id"":8,""replica_id"":1},{""node_id"":6,""store_id"":6,""replica_id"":2},{""node_id"":1,""store_id"":1,""replica_id"":3}],""next_replica_id"":4,""generation"":72},""NewDesc"":{""range_id"":183922,""start_key"":""9nKJn4qG936U"",""end_key"":""9nKJn42G+euO"",""internal_replicas"":[{""node_id"":8,""store_id"":8,""replica_id"":1},{""node_id"":6,""store_id"":6,""replica_id"":2},{""node_id"":1,""store_id"":1,""replica_id"":3}],""next_replica_id"":4,""generation"":72}}",793684741665980422
2022-09-04 09:37:18.721474,177,8,split,184016,"{""UpdatedDesc"":{""range_id"":177,""start_key"":""8on3ASQSAd/hIwy8R8CAAP8A/wD/AP+GE6cAAQ=="",""end_key"":""8on3ASgSAeW5po2sQ+CAAP8A/wD/AP+HtcYAAQ=="",""internal_replicas"":[{""node_id"":8,""store_id"":8,""replica_id"":1},{""node_id"":3,""store_id"":3,""replica_id"":2},{""node_id"":5,""store_id"":5,""replica_id"":5}],""next_replica_id"":6,""generation"":26,""sticky_bit"":{""wall_time"":1660718506586364050}},""NewDesc"":{""range_id"":184016,""start_key"":""8on3ASgSAeW5po2sQ+CAAP8A/wD/AP+HtcYAAQ=="",""end_key"":""8on3ASwSAevFI5lwTUCAAP8A/wD/AP+JZiMAAQ=="",""internal_replicas"":[{""node_id"":8,""store_id"":8,""replica_id"":1},{""node_id"":3,""store_id"":3,""replica_id"":2},{""node_id"":5,""store_id"":5,""replica_id"":3}],""next_replica_id"":4,""generation"":26}}",793686306740174856
2022-09-04 10:50:36.555223,183923,6,merge,183287,"{""UpdatedDesc"":{""range_id"":183923,""start_key"":""BHRzZBJjci5zdG9yZS5rdi5jb25jdXJyZW5jeS5hdmdfbG9ja193YWl0X2R1cmF0aW9uX25hbm9zAAGJ+AcLIzk="",""end_key"":""BHRzZBJjci5zdG9yZS5rdi5jb25jdXJyZW5jeS5sb2Nrc193aXRoX3dhaXRfcXVldWVzAAGJ+AcKjTU="",""internal_replicas"":[{""node_id"":6,""store_id"":6,""replica_id"":1},{""node_id"":2,""store_id"":2,""replica_id"":2},{""node_id"":8,""store_id"":8,""replica_id"":3}],""next_replica_id"":4,""generation"":28},""RemovedDesc"":{""range_id"":183287,""start_key"":""BHRzZBJjci5zdG9yZS5rdi5jb25jdXJyZW5jeS5sb2NrX3dhaXRfcXVldWVfd2FpdGVycwABifgHCuEy"",""end_key"":""BHRzZBJjci5zdG9yZS5rdi5jb25jdXJyZW5jeS5sb2Nrc193aXRoX3dhaXRfcXVldWVzAAGJ+AcKjTU="",""internal_replicas"":[{""node_id"":6,""store_id"":6,""replica_id"":1},{""node_id"":2,""store_id"":2,""replica_id"":2},{""node_id"":8,""store_id"":8,""replica_id"":3}],""next_replica_id"":4,""generation"":26}}",793700717662961670
2022-09-04 12:55:00.476412,181947,6,split,183924,"{""UpdatedDesc"":{""range_id"":181947,""start_key"":""9nKJ9wFcjoah74w="",""end_key"":""9nKJ9wFckYaCXY4="",""internal_replicas"":[{""node_id"":9,""store_id"":9,""replica_id"":1},{""node_id"":3,""store_id"":3,""replica_id"":2},{""node_id"":6,""store_id"":6,""replica_id"":3}],""next_replica_id"":4,""generation"":53},""NewDesc"":{""range_id"":183924,""start_key"":""9nKJ9wFckYaCXY4="",""end_key"":""9nKJ9wFdiobzJI8="",""internal_replicas"":[{""node_id"":9,""store_id"":9,""replica_id"":1},{""node_id"":3,""store_id"":3,""replica_id"":2},{""node_id"":6,""store_id"":6,""replica_id"":3}],""next_replica_id"":4,""generation"":53}}",793725175370776582
2022-09-04 15:51:35.494824,180730,3,split,183939,"{""UpdatedDesc"":{""range_id"":180730,""start_key"":""9m6K9nGS9wYohrPO"",""end_key"":""9m6K9neR9wMRhf6a/Q=="",""internal_replicas"":[{""node_id"":9,""store_id"":9,""replica_id"":1},{""node_id"":5,""store_id"":5,""replica_id"":2},{""node_id"":3,""store_id"":3,""replica_id"":3}],""next_replica_id"":4,""generation"":103},""NewDesc"":{""range_id"":183939,""start_key"":""9m6K9neR9wMRhf6a/Q=="",""end_key"":""9m6K9n2Q9wHwho9t"",""internal_replicas"":[{""node_id"":9,""store_id"":9,""replica_id"":1},{""node_id"":5,""store_id"":5,""replica_id"":2},{""node_id"":3,""store_id"":3,""replica_id"":3}],""next_replica_id"":4,""generation"":103}}",793759893087223811
2022-09-04 16:22:46.009537,180150,5,split,184054,"{""UpdatedDesc"":{""range_id"":180150,""start_key"":""9nGJ9wHW930x"",""end_key"":""9nGJ9wHW+AEW/Q=="",""internal_replicas"":[{""node_id"":8,""store_id"":8,""replica_id"":1},{""node_id"":5,""store_id"":5,""replica_id"":2},{""node_id"":1,""store_id"":1,""replica_id"":3}],""next_replica_id"":4,""generation"":55},""NewDesc"":{""range_id"":184054,""start_key"":""9nGJ9wHW+AEW/Q=="",""end_key"":""9nGJ9wHX9yMm"",""internal_replicas"":[{""node_id"":8,""store_id"":8,""replica_id"":1},{""node_id"":5,""store_id"":5,""replica_id"":2},{""node_id"":1,""store_id"":1,""replica_id"":3}],""next_replica_id"":4,""generation"":55}}",793766022456508421
2022-09-04 18:43:20.16898,2321,4,split,184059,"{""UpdatedDesc"":{""range_id"":2321,""start_key"":""9nKJ9pKPhy+X"",""end_key"":""9nKJ9pKShf7kdI0="",""internal_replicas"":[{""node_id"":8,""store_id"":8,""replica_id"":1},{""node_id"":4,""store_id"":4,""replica_id"":2},{""node_id"":1,""store_id"":1,""replica_id"":3}],""next_replica_id"":4,""generation"":62,""sticky_bit"":{""wall_time"":1660718514260670555}},""NewDesc"":{""range_id"":184059,""start_key"":""9nKJ9pKShf7kdI0="",""end_key"":""9nKJ9pOKhs/Xjw=="",""internal_replicas"":[{""node_id"":8,""store_id"":8,""replica_id"":1},{""node_id"":4,""store_id"":4,""replica_id"":2},{""node_id"":1,""store_id"":1,""replica_id"":3}],""next_replica_id"":4,""generation"":62}}",793793659501412356
2022-09-04 19:13:19.515823,1079,8,split,184023,"{""UpdatedDesc"":{""range_id"":1079,""start_key"":""9m6J9n2KhvuE"",""end_key"":""9m6J9oGPhf7uiw=="",""internal_replicas"":[{""node_id"":8,""store_id"":8,""replica_id"":1},{""node_id"":3,""store_id"":3,""replica_id"":5},{""node_id"":5,""store_id"":5,""replica_id"":4}],""next_replica_id"":6,""generation"":52,""sticky_bit"":{""wall_time"":1660718509771383708}},""NewDesc"":{""range_id"":184023,""start_key"":""9m6J9oGPhf7uiw=="",""end_key"":""9m6J9oaMhmsZ"",""internal_replicas"":[{""node_id"":8,""store_id"":8,""replica_id"":1},{""node_id"":3,""store_id"":3,""replica_id"":2},{""node_id"":5,""store_id"":5,""replica_id"":3}],""next_replica_id"":4,""generation"":52}}",793799555621584904
2022-09-04 19:30:21.698059,181894,7,split,183969,"{""UpdatedDesc"":{""range_id"":181894,""start_key"":""9nKJ9wLOjobWNY4="",""end_key"":""9nKJ9wLOkoaAN5M="",""internal_replicas"":[{""node_id"":7,""store_id"":7,""replica_id"":1},{""node_id"":5,""store_id"":5,""replica_id"":2},{""node_id"":2,""store_id"":2,""replica_id"":3}],""next_replica_id"":4,""generation"":59},""NewDesc"":{""range_id"":183969,""start_key"":""9nKJ9wLOkoaAN5M="",""end_key"":""9nKJ9wLPi4bwvI0="",""internal_replicas"":[{""node_id"":7,""store_id"":7,""replica_id"":1},{""node_id"":5,""store_id"":5,""replica_id"":2},{""node_id"":2,""store_id"":2,""replica_id"":3}],""next_replica_id"":4,""generation"":59}}",793802905082494983
2022-09-04 20:48:44.74349,180644,9,split,184066,"{""UpdatedDesc"":{""range_id"":180644,""start_key"":""9nKJ9wGKkobtPYs="",""end_key"":""9nKJ9wGLi4bqn5M="",""internal_replicas"":[{""node_id"":9,""store_id"":9,""replica_id"":1},{""node_id"":2,""store_id"":2,""replica_id"":2},{""node_id"":6,""store_id"":6,""replica_id"":3}],""next_replica_id"":4,""generation"":79},""NewDesc"":{""range_id"":184066,""start_key"":""9nKJ9wGLi4bqn5M="",""end_key"":""9nKJ9wGLjobqpo0="",""internal_replicas"":[{""node_id"":9,""store_id"":9,""replica_id"":1},{""node_id"":2,""store_id"":2,""replica_id"":2},{""node_id"":6,""store_id"":6,""replica_id"":3}],""next_replica_id"":4,""generation"":79}}",793818315991220233
2022-09-04 20:56:17.014333,148930,6,remove_voter,NULL,"{""UpdatedDesc"":{""range_id"":148930,""start_key"":""9nGJ91xc9+lM"",""end_key"":""9nGJ91xf+AET8w=="",""internal_replicas"":[{""node_id"":8,""store_id"":8,""replica_id"":1},{""node_id"":6,""store_id"":6,""replica_id"":4,""type"":4},{""node_id"":1,""store_id"":1,""replica_id"":3},{""node_id"":5,""store_id"":5,""replica_id"":5,""type"":2}],""next_replica_id"":6,""generation"":320,""sticky_bit"":{""wall_time"":1660719035755117037}},""RemovedReplica"":{""node_id"":6,""store_id"":6,""replica_id"":4,""type"":4},""Reason"":""admin request""}",793819797971140614
2022-09-04 23:12:47.779351,182027,5,split,184117,"{""UpdatedDesc"":{""range_id"":182027,""start_key"":""9nKJ9wHxkoakKJA="",""end_key"":""9nKJ9wHyi4bRx5Q="",""internal_replicas"":[{""node_id"":9,""store_id"":9,""replica_id"":1},{""node_id"":3,""store_id"":3,""replica_id"":2},{""node_id"":5,""store_id"":5,""replica_id"":3}],""next_replica_id"":4,""generation"":45},""NewDesc"":{""range_id"":184117,""start_key"":""9nKJ9wHyi4bRx5Q="",""end_key"":""9nKJ9wHyjob84ZI="",""internal_replicas"":[{""node_id"":9,""store_id"":9,""replica_id"":1},{""node_id"":3,""store_id"":3,""replica_id"":2},{""node_id"":5,""store_id"":5,""replica_id"":3}],""next_replica_id"":4,""generation"":45}}",793846637476085765
2022-09-05 02:03:12.949418,181962,4,split,184155,"{""UpdatedDesc"":{""range_id"":181962,""start_key"":""9nKJ9wIhjIa/EIs="",""end_key"":""9nKJ9wIhj4bcqow="",""internal_replicas"":[{""node_id"":8,""store_id"":8,""replica_id"":1},{""node_id"":1,""store_id"":1,""replica_id"":2},{""node_id"":4,""store_id"":4,""replica_id"":3}],""next_replica_id"":4,""generation"":58},""NewDesc"":{""range_id"":184155,""start_key"":""9nKJ9wIhj4bcqow="",""end_key"":""9nKJ9wIhkofHjA=="",""internal_replicas"":[{""node_id"":8,""store_id"":8,""replica_id"":1},{""node_id"":1,""store_id"":1,""replica_id"":2},{""node_id"":4,""store_id"":4,""replica_id"":3}],""next_replica_id"":4,""generation"":58}}",793880143315369988
2022-09-05 05:19:42.5981,1381,4,split,184161,"{""UpdatedDesc"":{""range_id"":1381,""start_key"":""9nKJ9rWShv4EkA=="",""end_key"":""9nKJ9raLhf7YS4w="",""internal_replicas"":[{""node_id"":8,""store_id"":8,""replica_id"":1},{""node_id"":4,""store_id"":4,""replica_id"":2},{""node_id"":1,""store_id"":1,""replica_id"":3}],""next_replica_id"":4,""generation"":52,""sticky_bit"":{""wall_time"":1660718510755118728}},""NewDesc"":{""range_id"":184161,""start_key"":""9nKJ9raLhf7YS4w="",""end_key"":""9nKJ9raNhnWzkw=="",""internal_replicas"":[{""node_id"":8,""store_id"":8,""replica_id"":1},{""node_id"":4,""store_id"":4,""replica_id"":2},{""node_id"":1,""store_id"":1,""replica_id"":3}],""next_replica_id"":4,""generation"":52}}",793918775649107972
2022-09-05 06:38:56.855096,182163,5,split,184193,"{""UpdatedDesc"":{""range_id"":182163,""start_key"":""9nKJ9wHCi4bndoo="",""end_key"":""9nKJ9wHCjobzjZE="",""internal_replicas"":[{""node_id"":9,""store_id"":9,""replica_id"":1},{""node_id"":3,""store_id"":3,""replica_id"":2},{""node_id"":5,""store_id"":5,""replica_id"":3}],""next_replica_id"":4,""generation"":59},""NewDesc"":{""range_id"":184193,""start_key"":""9nKJ9wHCjobzjZE="",""end_key"":""9nKJ9wHCkYb9N4w="",""internal_replicas"":[{""node_id"":9,""store_id"":9,""replica_id"":1},{""node_id"":3,""store_id"":3,""replica_id"":2},{""node_id"":5,""store_id"":5,""replica_id"":3}],""next_replica_id"":4,""generation"":59}}",793934354440945669
2022-09-05 06:56:26.923696,180504,5,split,184205,"{""UpdatedDesc"":{""range_id"":180504,""start_key"":""9nKJ9wKvi4bGXo8="",""end_key"":""9nKJ9wKvjobfOYw="",""internal_replicas"":[{""node_id"":8,""store_id"":8,""replica_id"":1},{""node_id"":1,""store_id"":1,""replica_id"":2},{""node_id"":5,""store_id"":5,""replica_id"":3}],""next_replica_id"":4,""generation"":61},""NewDesc"":{""range_id"":184205,""start_key"":""9nKJ9wKvjobfOYw="",""end_key"":""9nKJ9wKvkYb6J5E="",""internal_replicas"":[{""node_id"":8,""store_id"":8,""replica_id"":1},{""node_id"":1,""store_id"":1,""replica_id"":2},{""node_id"":5,""store_id"":5,""replica_id"":3}],""next_replica_id"":4,""generation"":61}}",793937795251863557
2022-09-05 07:10:54.116143,181979,5,split,184207,"{""UpdatedDesc"":{""range_id"":181979,""start_key"":""9nKJ9wKfjYa4bYk="",""end_key"":""9nKJ9wKfkIbXlJA="",""internal_replicas"":[{""node_id"":8,""store_id"":8,""replica_id"":1},{""node_id"":1,""store_id"":1,""replica_id"":2},{""node_id"":5,""store_id"":5,""replica_id"":3}],""next_replica_id"":4,""generation"":66},""NewDesc"":{""range_id"":184207,""start_key"":""9nKJ9wKfkIbXlJA="",""end_key"":""9nKJ9wKgiYdykg=="",""internal_replicas"":[{""node_id"":8,""store_id"":8,""replica_id"":1},{""node_id"":1,""store_id"":1,""replica_id"":2},{""node_id"":5,""store_id"":5,""replica_id"":3}],""next_replica_id"":4,""generation"":66}}",793940636914679813
2022-09-05 09:30:19.116983,182359,6,split,184150,"{""UpdatedDesc"":{""range_id"":182359,""start_key"":""9nKJ9wEWjoaj2os="",""end_key"":""9nKJ9wEWkYas8oo="",""internal_replicas"":[{""node_id"":9,""store_id"":9,""replica_id"":1},{""node_id"":3,""store_id"":3,""replica_id"":2},{""node_id"":6,""store_id"":6,""replica_id"":3}],""next_replica_id"":4,""generation"":39},""NewDesc"":{""range_id"":184150,""start_key"":""9nKJ9wEWkYas8oo="",""end_key"":""9nKJ9wEXiob+vY8="",""internal_replicas"":[{""node_id"":9,""store_id"":9,""replica_id"":1},{""node_id"":3,""store_id"":3,""replica_id"":2},{""node_id"":6,""store_id"":6,""replica_id"":3}],""next_replica_id"":4,""generation"":39}}",793968047358672902
2022-09-05 10:44:55.403064,180630,8,split,184170,"{""UpdatedDesc"":{""range_id"":180630,""start_key"":""9nKJ9wLWjIbZ95E="",""end_key"":""9nKJ9wLWj4bppYo="",""internal_replicas"":[{""node_id"":8,""store_id"":8,""replica_id"":1},{""node_id"":3,""store_id"":3,""replica_id"":2},{""node_id"":5,""store_id"":5,""replica_id"":3}],""next_replica_id"":4,""generation"":53},""NewDesc"":{""range_id"":184170,""start_key"":""9nKJ9wLWj4bppYo="",""end_key"":""9nKJ9wLWkob4vYk="",""internal_replicas"":[{""node_id"":8,""store_id"":8,""replica_id"":1},{""node_id"":3,""store_id"":3,""replica_id"":2},{""node_id"":5,""store_id"":5,""replica_id"":3}],""next_replica_id"":4,""generation"":53}}",793982715239596040
