I241119 22:28:29.941461 55 util/log/file_sync_buffer.go:237 ⋮ [config]   file created at: 2024/11/19 22:28:29
E241119 22:28:29.942638 55 1@server/status/runtime.go:691 ⋮ [T1,Vsystem,n?] 8  could not get initial network stat counters: ‹exec: "netstat"›: ‹executable file not found in $PATH›
I241119 22:28:29.944085 96 util/cidr/cidr.go:299 ⋮ [T1,Vsystem,n?] 9  CIDR lookup updated with 0 destinations
I241119 22:28:29.965240 55 1@server/clock_monotonicity.go:61 ⋮ [T1,Vsystem,n?] 10  monitoring forward clock jumps based on server.clock.forward_jump_check.enabled
I241119 22:28:29.969798 55 server/init.go:224 ⋮ [T1,Vsystem,n?] 11  no stores initialized
I241119 22:28:29.969814 55 server/init.go:225 ⋮ [T1,Vsystem,n?] 12  awaiting `cockroach init` or join with an already initialized node
I241119 22:28:29.969819 55 server/init.go:289 ⋮ [T1,Vsystem,n?] 13  cluster ‹fb1b1205-186a-4d9b-ba66-2940e6724098› has been created
I241119 22:28:29.969826 55 server/init.go:290 ⋮ [T1,Vsystem,n?] 14  allocated node ID: n1 (for self)
I241119 22:28:29.969832 55 server/init.go:291 ⋮ [T1,Vsystem,n?] 15  active cluster version: 1000024.3-upgrading-to-1000025.1-step-002
W241119 22:28:29.969995 55 1@gossip/gossip.go:1460 ⋮ [T1,Vsystem,n1] 16  no addresses found; use --join to specify a connected node
I241119 22:28:29.970002 202 1@server/server.go:1775 ⋮ [T1,Vsystem,n1] 17  connecting to gossip network to verify cluster ID ‹"fb1b1205-186a-4d9b-ba66-2940e6724098"›
I241119 22:28:29.971074 207 kv/kvserver/kvstorage/init.go:250 ⋮ [T1,Vsystem,n1,s1] 18  beginning range descriptor iteration
I241119 22:28:29.971185 207 kv/kvserver/kvstorage/init.go:374 ⋮ [T1,Vsystem,n1,s1] 19  range descriptor iteration done: 69 range descriptors, 0 intents, 0 tombstones; stats: ‹seeked 140 times (71 internal); stepped 0 times (0 internal); blocks: 0B cached; points: 69 (1.4KB keys, 2.5KB values)›
I241119 22:28:29.971335 207 kv/kvserver/kvstorage/init.go:498 ⋮ [T1,Vsystem,n1,s1] 20  loaded replica ID for 69/69 replicas
I241119 22:28:29.971508 207 kv/kvserver/kvstorage/init.go:515 ⋮ [T1,Vsystem,n1,s1] 21  loaded Raft state for 69/69 replicas
I241119 22:28:29.971519 207 kv/kvserver/kvstorage/init.go:542 ⋮ [T1,Vsystem,n1,s1] 22  loaded 69 replicas
I241119 22:28:29.971535 207 kv/kvserver/kvstorage/init.go:573 ⋮ [T1,Vsystem,n1,s1] 23  verified 69/69 replicas
I241119 22:28:29.974929 207 kv/kvserver/store.go:2332 ⋮ [T1,Vsystem,n1,s1] 24  initialized 69/69 replicas
I241119 22:28:29.975036 202 1@server/server.go:1778 ⋮ [T1,Vsystem,n1] 25  node connected via gossip
I241119 22:28:29.975166 207 server/node.go:718 ⋮ [T1,Vsystem,n1] 26  initialized store s1 in 5ms (69 replicas)
I241119 22:28:29.975210 55 kv/kvserver/stores.go:260 ⋮ [T1,Vsystem,n1] 27  read 0 node addresses from persistent storage
I241119 22:28:29.975397 55 server/node.go:833 ⋮ [T1,Vsystem,n1] 28  started with engine type pebble
I241119 22:28:29.975422 55 server/node.go:835 ⋮ [T1,Vsystem,n1] 29  started with attributes []
I241119 22:28:29.975727 55 1@server/server.go:1972 ⋮ [T1,Vsystem,n1] 30  starting https server at ‹127.0.0.1:49779› (use: ‹127.0.0.1:49779›)
I241119 22:28:29.975737 55 1@server/server.go:1977 ⋮ [T1,Vsystem,n1] 31  starting postgres server at ‹127.0.0.1:49781› (use: ‹127.0.0.1:49781›)
I241119 22:28:29.975744 55 1@server/server.go:1980 ⋮ [T1,Vsystem,n1] 32  starting grpc server at ‹127.0.0.1:49780›
I241119 22:28:29.975751 55 1@server/server.go:1981 ⋮ [T1,Vsystem,n1] 33  advertising CockroachDB node at ‹127.0.0.1:49780›
I241119 22:28:30.127139 46 kv/kvclient/rangefeed/rangefeedcache/watcher.go:340 ⋮ [T1,Vsystem,n1] 34  spanconfig-subscriber: established range feed cache
I241119 22:28:30.127724 55 1@util/log/event_log.go:39 ⋮ [T1,Vsystem,n1] 35 ={"Timestamp":1732055310127705000,"EventType":"node_join","NodeID":1,"StartedAt":1732055309970055000,"LastUp":1732055309970055000}
I241119 22:28:30.127861 49 kv/kvclient/rangefeed/rangefeedcache/watcher.go:340 ⋮ [T1,Vsystem,n1] 36  settings-watcher: established range feed cache
I241119 22:28:30.128051 373 kv/kvserver/queue.go:616 ⋮ [T1,Vsystem,n1,s1,r10/1:‹/Table/{6-7}›,raft] 37  rate limited in MaybeAdd (replicate): throttled on async limiting semaphore
I241119 22:28:30.129282 55 sql/sqlliveness/slinstance/slinstance.go:436 ⋮ [T1,Vsystem,n1] 38  starting SQL liveness instance
I241119 22:28:30.130346 740 sql/sqlliveness/slstorage/slstorage.go:539 ⋮ [T1,Vsystem,n1] 39  inserted sqlliveness session 01018043dfb787d1b747839e91639239570fe6 with expiry 1732055350.129339000,0
I241119 22:28:30.130383 740 sql/sqlliveness/slinstance/slinstance.go:252 ⋮ [T1,Vsystem,n1] 40  created new SQL liveness session 01018043dfb787d1b747839e91639239570fe6
I241119 22:28:30.130409 55 sql/sqlinstance/instancestorage/instancestorage.go:359 ⋮ [T1,Vsystem,n1] 41  assigning instance id to rpc addr ‹127.0.0.1:49780› and sql addr ‹127.0.0.1:49781›
I241119 22:28:30.130739 55 server/server_sql.go:1605 ⋮ [T1,Vsystem,n1] 42  bound sqlinstance: Instance{RegionPrefix: gA==, InstanceID: 1, SQLAddr: ‹127.0.0.1:49781›, RPCAddr: ‹127.0.0.1:49780›, SessionID: 01018043dfb787d1b747839e91639239570fe6, Locality: , BinaryVersion: 1000024.3-upgrading-to-1000025.1-step-002}
I241119 22:28:30.130959 55 upgrade/upgrademanager/manager.go:171 ⋮ [T1,Vsystem,n1] 43  running permanent upgrades up to version: 1000024.3-upgrading-to-1000025.1-step-002
I241119 22:28:30.131016 705 sql/sqlstats/persistedsqlstats/provider.go:163 ⋮ [T1,Vsystem,n1] 44  starting sql-stats-worker with initial delay: 10m59.994862624s
I241119 22:28:30.131117 878 kv/kvclient/rangefeed/rangefeedcache/watcher.go:340 ⋮ [T1,Vsystem,n1] 45  system-config-cache: established range feed cache
I241119 22:28:30.131282 883 kv/kvserver/replica_rangefeed.go:878 ⋮ [T1,Vsystem,n1,rangefeed=‹lease›,mux_n=1,gen=2,r7/1:‹/Table/{3-4}›,sm=1,sid=1,s1] 46  RangeFeed closed timestamp is empty
I241119 22:28:30.131080 702 sql/temporary_schema.go:506 ⋮ [T1,Vsystem,n1] 47  running temporary object cleanup background job
I241119 22:28:30.132790 702 sql/temporary_schema.go:556 ⋮ [T1,Vsystem,n1] 48  found 0 temporary schemas
I241119 22:28:30.132805 702 sql/temporary_schema.go:559 ⋮ [T1,Vsystem,n1] 49  early exiting temporary schema cleaner as no temporary schemas were found
I241119 22:28:30.132810 702 sql/temporary_schema.go:560 ⋮ [T1,Vsystem,n1] 50  completed temporary object cleanup job
I241119 22:28:30.132816 702 sql/temporary_schema.go:641 ⋮ [T1,Vsystem,n1] 51  temporary object cleaner next scheduled to run at 2024-11-19 22:58:30.13081 +0000 UTC m=+1800.306077543
I241119 22:28:30.136944 1054 sql/catalog/lease/descriptor_state.go:253 ⋮ [n1,intExec=get-table-statistics] 52  release: 1(‹"system"›,01018043dfb787d1b747839e91639239570fe6) ver=1:1732055612.894498373,0, refcount=7
I241119 22:28:30.136956 1054 sql/catalog/lease/descriptor_state.go:253 ⋮ [n1,intExec=get-table-statistics] 53  release: 20(‹"table_statistics"›,01018043dfb787d1b747839e91639239570fe6) ver=1:1732055624.784330253,0, refcount=0
I241119 22:28:30.139264 55 upgrade/upgrademanager/manager.go:239 ⋮ [T1,Vsystem,n1] 54  the last permanent upgrade (v0.0-upgrading-step-004) does not appear to have completed; attempting to run all upgrades
I241119 22:28:30.139275 55 upgrade/upgrademanager/manager.go:245 ⋮ [T1,Vsystem,n1] 55  running permanent upgrade for version 0.0-upgrading-step-002
I241119 22:28:30.147670 877 spanconfig/spanconfigmanager/manager.go:136 ⋮ [T1,Vsystem,n1] 56  started auto span config reconciliation job
I241119 22:28:30.147698 1298 jobs/adopt.go:242 ⋮ [T1,Vsystem,n1] 57  job 1022312153517555713: resuming execution
I241119 22:28:30.150222 55 upgrade/upgrademanager/manager.go:723 ⋮ [T1,Vsystem,n1] 58  running intitialize the system cluster
I241119 22:28:30.150239 1086 jobs/adopt.go:242 ⋮ [T1,Vsystem,n1] 59  job 1022312153544392705: resuming execution
I241119 22:28:30.150767 1317 jobs/adopt.go:242 ⋮ [T1,Vsystem,n1] 60  job 1022312153517555713: resuming execution
I241119 22:28:30.150769 1316 jobs/adopt.go:242 ⋮ [T1,Vsystem,n1] 61  job 1022312153544392705: resuming execution
I241119 22:28:30.156504 1330 jobs/registry.go:1599 ⋮ [T1,Vsystem,n1] 62  MIGRATION job 1022312153544392705: stepping through state running
I241119 22:28:30.156504 1321 jobs/registry.go:1599 ⋮ [T1,Vsystem,n1] 63  AUTO SPAN CONFIG RECONCILIATION job 1022312153517555713: stepping through state running
I241119 22:28:30.161082 1330 1@jobs/structured_log.go:55 ⋮ [T1,Vsystem,n1] 64 ={"Timestamp":1732055310161081000,"EventType":"status_change","JobID":1022312153544392705,"JobType":"MIGRATION","Description":"status changed to: running","PreviousStatus":"running","NewStatus":"running","RunNum":1}
I241119 22:28:30.161171 1321 1@jobs/structured_log.go:55 ⋮ [T1,Vsystem,n1] 65 ={"Timestamp":1732055310161170000,"EventType":"status_change","JobID":1022312153517555713,"JobType":"AUTO SPAN CONFIG RECONCILIATION","Description":"status changed to: running","PreviousStatus":"running","NewStatus":"running","RunNum":1}
I241119 22:28:30.161701 1330 upgrade/upgrades/permanent_upgrades.go:44 ⋮ [T1,Vsystem,n1,job=MIGRATION id=1022312153544392705,upgrade=0.0-upgrading-step-002] 66  executing system bootstrap step ‹"initialize cluster version"›
I241119 22:28:30.163749 1339 sql/catalog/lease/descriptor_state.go:253 ⋮ [T1,Vsystem,n1,job=MIGRATION id=1022312153544392705,upgrade=0.0-upgrading-step-002,intExec=get-table-statistics] 67  release: 1(‹"system"›,01018043dfb787d1b747839e91639239570fe6) ver=1:1732055612.894498373,0, refcount=3
I241119 22:28:30.163758 1339 sql/catalog/lease/descriptor_state.go:253 ⋮ [T1,Vsystem,n1,job=MIGRATION id=1022312153544392705,upgrade=0.0-upgrading-step-002,intExec=get-table-statistics] 68  release: 20(‹"table_statistics"›,01018043dfb787d1b747839e91639239570fe6) ver=1:1732055624.784330253,0, refcount=0
I241119 22:28:30.164673 1330 upgrade/upgrades/permanent_upgrades.go:44 ⋮ [T1,Vsystem,n1,job=MIGRATION id=1022312153544392705,upgrade=0.0-upgrading-step-002] 69  executing system bootstrap step ‹"configure key visualizer"›
I241119 22:28:30.166598 1355 1@util/log/event_log.go:39 ⋮ [T1,Vsystem,n1,job=MIGRATION id=1022312153544392705,upgrade=0.0-upgrading-step-002,intExec=set-SpanStatsTenantBoundariesTable-TTL] 70 ={"Timestamp":1732055310165316000,"EventType":"set_zone_config","Statement":"ALTER TABLE ‹\"\"›.‹system›.‹span_stats_tenant_boundaries› CONFIGURE ZONE USING ‹\"gc.ttlseconds\"› = $1","Tag":"CONFIGURE ZONE","User":"node","DescriptorID":58,"ApplicationName":"$ internal-set-SpanStatsTenantBoundariesTable-TTL","PlaceholderValues":["‹3600›"],"Target":"‹TABLE system.public.span_stats_tenant_boundaries›","Options":["‹\"gc.ttlseconds\" = 3600›"],"ResolvedOldConfig":"‹range_min_bytes:134217728 range_max_bytes:536870912 gc:<ttl_seconds:14400 > num_replicas:5 inherited_constraints:false null_voter_constraints_is_empty:true inherited_lease_preferences:false ›"}
I241119 22:28:30.169681 1330 upgrade/upgrades/permanent_upgrades.go:44 ⋮ [T1,Vsystem,n1,job=MIGRATION id=1022312153544392705,upgrade=0.0-upgrading-step-002] 71  executing system bootstrap step ‹"configure sql activity table TTLs"›
I241119 22:28:30.169698 1118 sql/catalog/lease/descriptor_state.go:253 ⋮ [T1,Vsystem,n1,job=AUTO SPAN CONFIG RECONCILIATION id=1022312153517555713,intExec=get-table-statistics] 72  release: 1(‹"system"›,01018043dfb787d1b747839e91639239570fe6) ver=1:1732055612.894498373,0, refcount=2
I241119 22:28:30.169706 1118 sql/catalog/lease/descriptor_state.go:253 ⋮ [T1,Vsystem,n1,job=AUTO SPAN CONFIG RECONCILIATION id=1022312153517555713,intExec=get-table-statistics] 73  release: 20(‹"table_statistics"›,01018043dfb787d1b747839e91639239570fe6) ver=1:1732055624.784330253,0, refcount=0
I241119 22:28:30.171675 1120 1@util/log/event_log.go:39 ⋮ [T1,Vsystem,n1,job=MIGRATION id=1022312153544392705,upgrade=0.0-upgrading-step-002,intExec=set-SQLStatsTables-TTL] 74 ={"Timestamp":1732055310169741000,"EventType":"set_zone_config","Statement":"ALTER TABLE ‹\"\"›.‹system›.‹statement_statistics› CONFIGURE ZONE USING ‹\"gc.ttlseconds\"› = $1","Tag":"CONFIGURE ZONE","User":"node","DescriptorID":42,"ApplicationName":"$ internal-set-SQLStatsTables-TTL","PlaceholderValues":["‹3600›"],"Target":"‹TABLE system.public.statement_statistics›","Options":["‹\"gc.ttlseconds\" = 3600›"],"ResolvedOldConfig":"‹range_min_bytes:134217728 range_max_bytes:536870912 gc:<ttl_seconds:14400 > num_replicas:5 inherited_constraints:false null_voter_constraints_is_empty:true inherited_lease_preferences:false ›"}
I241119 22:28:30.173511 1405 1@util/log/event_log.go:39 ⋮ [T1,Vsystem,n1,job=MIGRATION id=1022312153544392705,upgrade=0.0-upgrading-step-002,intExec=set-SQLStatsTables-TTL] 75 ={"Timestamp":1732055310171757000,"EventType":"set_zone_config","Statement":"ALTER TABLE ‹\"\"›.‹system›.‹transaction_statistics› CONFIGURE ZONE USING ‹\"gc.ttlseconds\"› = $1","Tag":"CONFIGURE ZONE","User":"node","DescriptorID":43,"ApplicationName":"$ internal-set-SQLStatsTables-TTL","PlaceholderValues":["‹3600›"],"Target":"‹TABLE system.public.transaction_statistics›","Options":["‹\"gc.ttlseconds\" = 3600›"],"ResolvedOldConfig":"‹range_min_bytes:134217728 range_max_bytes:536870912 gc:<ttl_seconds:14400 > num_replicas:5 inherited_constraints:false null_voter_constraints_is_empty:true inherited_lease_preferences:false ›"}
I241119 22:28:30.174854 1301 1@util/log/event_log.go:39 ⋮ [T1,Vsystem,n1,job=MIGRATION id=1022312153544392705,upgrade=0.0-upgrading-step-002,intExec=set-SQLStatsTables-TTL] 76 ={"Timestamp":1732055310173605000,"EventType":"set_zone_config","Statement":"ALTER TABLE ‹\"\"›.‹system›.‹statement_activity› CONFIGURE ZONE USING ‹\"gc.ttlseconds\"› = $1","Tag":"CONFIGURE ZONE","User":"node","DescriptorID":61,"ApplicationName":"$ internal-set-SQLStatsTables-TTL","PlaceholderValues":["‹3600›"],"Target":"‹TABLE system.public.statement_activity›","Options":["‹\"gc.ttlseconds\" = 3600›"],"ResolvedOldConfig":"‹range_min_bytes:134217728 range_max_bytes:536870912 gc:<ttl_seconds:14400 > num_replicas:5 inherited_constraints:false null_voter_constraints_is_empty:true inherited_lease_preferences:false ›"}
I241119 22:28:30.176117 1390 1@util/log/event_log.go:39 ⋮ [T1,Vsystem,n1,job=MIGRATION id=1022312153544392705,upgrade=0.0-upgrading-step-002,intExec=set-SQLStatsTables-TTL] 77 ={"Timestamp":1732055310174920000,"EventType":"set_zone_config","Statement":"ALTER TABLE ‹\"\"›.‹system›.‹transaction_activity› CONFIGURE ZONE USING ‹\"gc.ttlseconds\"› = $1","Tag":"CONFIGURE ZONE","User":"node","DescriptorID":62,"ApplicationName":"$ internal-set-SQLStatsTables-TTL","PlaceholderValues":["‹3600›"],"Target":"‹TABLE system.public.transaction_activity›","Options":["‹\"gc.ttlseconds\" = 3600›"],"ResolvedOldConfig":"‹range_min_bytes:134217728 range_max_bytes:536870912 gc:<ttl_seconds:14400 > num_replicas:5 inherited_constraints:false null_voter_constraints_is_empty:true inherited_lease_preferences:false ›"}
I241119 22:28:30.176737 1330 jobs/registry.go:1599 ⋮ [T1,Vsystem,n1] 78  MIGRATION job 1022312153544392705: stepping through state succeeded
I241119 22:28:30.178664 876 jobs/adopt.go:103 ⋮ [T1,Vsystem,n1] 79  claimed 1 jobs
I241119 22:28:30.180886 1330 1@jobs/structured_log.go:55 ⋮ [T1,Vsystem,n1] 80 ={"Timestamp":1732055310180885000,"EventType":"status_change","JobID":1022312153544392705,"JobType":"MIGRATION","Description":"status changed to: succeeded","PreviousStatus":"running","NewStatus":"succeeded","RunNum":1}
I241119 22:28:30.181404 1469 jobs/adopt.go:242 ⋮ [T1,Vsystem,n1] 81  job 100: resuming execution
I241119 22:28:30.183203 1473 jobs/registry.go:1599 ⋮ [T1,Vsystem,n1] 82  KEY VISUALIZER job 100: stepping through state running
I241119 22:28:30.185898 1321 spanconfig/spanconfigsqlwatcher/sqlwatcher.go:241 ⋮ [T1,Vsystem,n1,job=AUTO SPAN CONFIG RECONCILIATION id=1022312153517555713] 83  established range feed over system.descriptors starting at time 1732055310.170991000,0
I241119 22:28:30.185935 1321 spanconfig/spanconfigsqlwatcher/sqlwatcher.go:300 ⋮ [T1,Vsystem,n1,job=AUTO SPAN CONFIG RECONCILIATION id=1022312153517555713] 84  established range feed over system.zones starting at time 1732055310.170991000,0
I241119 22:28:30.185948 1321 spanconfig/spanconfigsqlwatcher/sqlwatcher.go:396 ⋮ [T1,Vsystem,n1,job=AUTO SPAN CONFIG RECONCILIATION id=1022312153517555713] 85  established range feed over system.protected_ts_records starting at time 1732055310.170991000,0
I241119 22:28:30.186804 55 jobs/wait.go:148 ⋮ [T1,Vsystem,n1] 86  waited for 1 [1022312153544392705] queued jobs to complete 36.57ms
I241119 22:28:30.186814 55 upgrade/upgrademanager/manager.go:245 ⋮ [T1,Vsystem,n1] 87  running permanent upgrade for version 0.0-upgrading-step-004
I241119 22:28:30.187137 1473 1@jobs/structured_log.go:55 ⋮ [T1,Vsystem,n1] 88 ={"Timestamp":1732055310187136000,"EventType":"status_change","JobID":100,"JobType":"KEY VISUALIZER","Description":"status changed to: running","PreviousStatus":"running","NewStatus":"running","RunNum":1}
I241119 22:28:30.194242 55 upgrade/upgrademanager/manager.go:723 ⋮ [T1,Vsystem,n1] 89  running intitialize the cluster
I241119 22:28:30.194265 1547 jobs/adopt.go:242 ⋮ [T1,Vsystem,n1] 90  job 1022312153700171777: resuming execution
I241119 22:28:30.194768 1518 jobs/adopt.go:242 ⋮ [T1,Vsystem,n1] 91  job 1022312153700171777: resuming execution
I241119 22:28:30.200436 1602 jobs/registry.go:1599 ⋮ [T1,Vsystem,n1] 92  MIGRATION job 1022312153700171777: stepping through state running
I241119 22:28:30.204351 1602 1@jobs/structured_log.go:55 ⋮ [T1,Vsystem,n1] 93 ={"Timestamp":1732055310204350000,"EventType":"status_change","JobID":1022312153700171777,"JobType":"MIGRATION","Description":"status changed to: running","PreviousStatus":"running","NewStatus":"running","RunNum":1}
I241119 22:28:30.204933 1602 upgrade/upgrades/permanent_upgrades.go:77 ⋮ [T1,Vsystem,n1,job=MIGRATION id=1022312153700171777,upgrade=0.0-upgrading-step-004] 94  executing bootstrap step ‹"add users and roles"›
I241119 22:28:30.211695 1602 upgrade/upgrades/permanent_upgrades.go:77 ⋮ [T1,Vsystem,n1,job=MIGRATION id=1022312153700171777,upgrade=0.0-upgrading-step-004] 95  executing bootstrap step ‹"enable diagnostics reporting"›
I241119 22:28:30.212755 1638 sql/catalog/lease/descriptor_state.go:253 ⋮ [T1,Vsystem,n1,job=MIGRATION id=1022312153700171777,upgrade=0.0-upgrading-step-004,intExec=update-setting] 96  release: 1(‹"system"›,01018043dfb787d1b747839e91639239570fe6) ver=1:1732055612.894498373,0, refcount=0
I241119 22:28:30.212765 1638 sql/catalog/lease/descriptor_state.go:253 ⋮ [T1,Vsystem,n1,job=MIGRATION id=1022312153700171777,upgrade=0.0-upgrading-step-004,intExec=update-setting] 97  release: 6(‹"settings"›,01018043dfb787d1b747839e91639239570fe6) ver=1:1732055609.358671142,0, refcount=0
I241119 22:28:30.212895 1637 1@util/log/event_log.go:39 ⋮ [T1,Vsystem,n1,job=MIGRATION id=1022312153700171777,upgrade=0.0-upgrading-step-004,intExec=optInToDiagnosticsStatReporting] 98 ={"Timestamp":1732055310211772000,"EventType":"set_cluster_setting","Statement":"SET CLUSTER SETTING \"diagnostics.reporting.enabled\" = true","Tag":"SET CLUSTER SETTING","User":"node","ApplicationName":"$ internal-optInToDiagnosticsStatReporting","SettingName":"diagnostics.reporting.enabled","Value":"‹true›"}
I241119 22:28:30.212948 1602 upgrade/upgrades/permanent_upgrades.go:77 ⋮ [T1,Vsystem,n1,job=MIGRATION id=1022312153700171777,upgrade=0.0-upgrading-step-004] 99  executing bootstrap step ‹"initialize the cluster.secret setting"›
I241119 22:28:30.213983 1602 upgrade/upgrades/permanent_upgrades.go:77 ⋮ [T1,Vsystem,n1,job=MIGRATION id=1022312153700171777,upgrade=0.0-upgrading-step-004] 100  executing bootstrap step ‹"update system.locations with default location data"›
I241119 22:28:30.215967 1631 sql/catalog/lease/descriptor_state.go:253 ⋮ [T1,Vsystem,n1,job=MIGRATION id=1022312153700171777,upgrade=0.0-upgrading-step-004,intExec=get-table-statistics] 101  release: 1(‹"system"›,01018043dfb787d1b747839e91639239570fe6) ver=1:1732055612.894498373,0, refcount=1
I241119 22:28:30.215973 1631 sql/catalog/lease/descriptor_state.go:253 ⋮ [T1,Vsystem,n1,job=MIGRATION id=1022312153700171777,upgrade=0.0-upgrading-step-004,intExec=get-table-statistics] 102  release: 20(‹"table_statistics"›,01018043dfb787d1b747839e91639239570fe6) ver=1:1732055624.784330253,0, refcount=0
I241119 22:28:30.219602 1602 upgrade/upgrades/permanent_upgrades.go:77 ⋮ [T1,Vsystem,n1,job=MIGRATION id=1022312153700171777,upgrade=0.0-upgrading-step-004] 103  executing bootstrap step ‹"create default databases"›
I241119 22:28:30.221208 1647 sql/catalog/lease/descriptor_state.go:253 ⋮ [n1,job=MIGRATION id=1022312153700171777,upgrade=0.0-upgrading-step-004,intExec=create-default-DB] 104  release: 1(‹"system"›,01018043dfb787d1b747839e91639239570fe6) ver=1:1732055612.894498373,0, refcount=1
I241119 22:28:30.221214 1647 sql/catalog/lease/descriptor_state.go:253 ⋮ [n1,job=MIGRATION id=1022312153700171777,upgrade=0.0-upgrading-step-004,intExec=create-default-DB] 105  release: 23(‹"role_members"›,01018043dfb787d1b747839e91639239570fe6) ver=1:1732055606.005617223,0, refcount=1
I241119 22:28:30.222381 1644 sql/schemachanger/scbuild/event_log.go:61 ⋮ [T1,Vsystem,n1,job=MIGRATION id=1022312153700171777,upgrade=0.0-upgrading-step-004,intExec=create-default-DB] 106  event logging for declarative schema change targets built for CREATE DATABASE
I241119 22:28:30.222420 1644 sql/schemachanger/scbuild/build.go:123 ⋮ [T1,Vsystem,n1,job=MIGRATION id=1022312153700171777,upgrade=0.0-upgrading-step-004,intExec=create-default-DB] 107  done event logging for declarative schema change targets built for CREATE DATABASE in 28µs
I241119 22:28:30.222440 1644 sql/schema_change_plan_node.go:79 ⋮ [T1,Vsystem,n1,job=MIGRATION id=1022312153700171777,upgrade=0.0-upgrading-step-004,intExec=create-default-DB] 108  done building declarative schema change targets for CREATE DATABASE in 2.690416ms
I241119 22:28:30.222591 1644 sql/schemachanger/scplan/plan.go:97 ⋮ [T1,Vsystem,n1,job=MIGRATION id=1022312153700171777,upgrade=0.0-upgrading-step-004,intExec=create-default-DB] 109  building declarative schema changer plan in StatementPhase (rollback=false) for CREATE DATABASE
I241119 22:28:30.222971 1644 sql/schemachanger/scplan/internal/opgen/op_gen.go:94 ⋮ [T1,Vsystem,n1,job=MIGRATION id=1022312153700171777,upgrade=0.0-upgrading-step-004,intExec=create-default-DB] 110  operation graph generation took 336.5µs
I241119 22:28:30.223000 1644 sql/schemachanger/scplan/internal/rules/registry.go:54 ⋮ [T1,Vsystem,n1,job=MIGRATION id=1022312153700171777,upgrade=0.0-upgrading-step-004,intExec=create-default-DB] 111  applying dep rule "column existence precedes column dependents", 0 results found that took 791ns
I241119 22:28:30.223133 1644 sql/schemachanger/scplan/internal/rules/registry.go:68 ⋮ [T1,Vsystem,n1,job=MIGRATION id=1022312153700171777,upgrade=0.0-upgrading-step-004,intExec=create-default-DB] 112  dep rule "column existence precedes column dependents" did not apply. The first unsatisfied clause is: ‹$column[Type] = '*scpb.Column'›
I241119 22:28:30.223143 1644 sql/schemachanger/scplan/internal/rules/registry.go:54 ⋮ [T1,Vsystem,n1,job=MIGRATION id=1022312153700171777,upgrade=0.0-upgrading-step-004,intExec=create-default-DB] 113  applying dep rule "column existence precedes column dependents during an alter column type", 0 results found that took 750ns
I241119 22:28:30.223158 1644 sql/schemachanger/scplan/internal/rules/registry.go:68 ⋮ [T1,Vsystem,n1,job=MIGRATION id=1022312153700171777,upgrade=0.0-upgrading-step-004,intExec=create-default-DB] 114  dep rule "column existence precedes column dependents during an alter column type" did not apply. The first unsatisfied clause is: ‹$column[Type] = '*scpb.Column'›
